id,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time
4410,A,Ship,5,4,269,2,low,F,9,5517,0
4411,F,Ship,3,4,240,2,low,F,33,3489,1
4412,A,Ship,3,2,171,3,medium,M,11,1282,1
4413,A,Ship,3,3,262,7,high,F,9,5097,0
4414,F,Road,3,3,274,4,medium,F,7,4828,0
4415,F,Flight,4,4,264,3,low,F,2,4279,1
4416,F,Flight,4,1,179,3,low,M,63,1215,1
4417,B,Ship,4,3,275,5,medium,M,5,1329,0
4418,F,Ship,3,3,222,4,low,F,6,5284,1
4419,A,Ship,3,3,148,2,low,M,39,1402,1
4420,C,Ship,5,2,270,3,medium,F,5,5950,1
4421,F,Flight,4,3,183,3,low,F,6,5712,1
4422,F,Ship,4,3,244,3,low,M,9,5339,0
4423,F,Ship,3,3,260,2,low,M,6,5044,0
4424,D,Ship,4,3,203,2,medium,F,7,4185,0
4425,F,Flight,4,5,208,3,medium,M,23,2056,1
4426,F,Ship,3,2,149,5,medium,F,9,4310,0
4427,C,Road,4,1,213,5,low,M,10,5492,0
4428,D,Ship,4,3,227,3,medium,M,10,5782,1
4429,D,Flight,5,4,150,2,low,M,60,1034,1
4430,F,Ship,2,4,245,2,medium,F,3,5850,1
4431,F,Flight,3,3,168,4,low,F,2,4541,1
4432,D,Ship,6,5,292,4,low,F,10,1969,1
4433,F,Road,5,2,191,4,low,F,3,5578,0
4434,D,Road,5,2,254,4,high,M,37,2608,1
4435,C,Ship,4,3,257,5,medium,F,9,1080,0
4436,A,Ship,4,3,170,4,medium,F,9,4375,0
4437,C,Ship,4,2,233,2,low,M,7,5546,1
4438,F,Ship,4,2,197,2,low,F,1,4977,0
4439,F,Ship,3,4,263,3,low,M,42,2992,1
4440,B,Ship,4,5,253,3,low,F,58,3096,1
4441,F,Flight,4,5,219,3,medium,M,6,5957,1
4442,D,Road,2,4,246,2,medium,M,1,5374,1
4443,B,Ship,4,4,205,4,medium,F,2,4690,1
4444,F,Ship,3,4,189,3,high,M,2,5464,0
4445,C,Ship,5,3,258,2,low,F,10,5371,1
4446,C,Ship,2,1,177,4,low,M,63,1058,1
4447,A,Flight,4,2,196,3,medium,F,2,4474,0
4448,D,Ship,4,1,240,4,low,M,9,4471,1
4449,B,Flight,4,4,141,2,low,F,30,1130,1
4450,B,Ship,4,3,244,3,medium,M,8,3318,1
4451,A,Road,4,5,277,5,medium,F,32,1055,1
4452,A,Ship,4,5,233,4,low,F,6,4652,0
4453,C,Ship,7,5,278,4,low,F,5,1126,1
4454,F,Road,4,5,201,4,medium,M,46,3498,1
4455,B,Ship,4,3,213,3,medium,M,2,5432,1
4456,F,Flight,6,5,245,4,low,F,8,1403,0
4457,F,Flight,5,3,146,3,low,M,41,1204,1
4458,A,Ship,7,3,278,4,low,F,8,1909,1
4459,B,Flight,3,3,231,2,low,M,46,2962,1
4460,B,Flight,5,5,173,3,low,M,4,5265,1
4461,A,Ship,6,3,281,4,medium,F,8,1884,0
4462,B,Ship,6,4,254,4,low,M,9,1594,0
4463,D,Road,3,4,212,3,low,M,6,5935,1
4464,A,Ship,5,1,172,2,low,F,9,1723,0
4465,F,Ship,4,1,225,2,medium,M,5,5714,1
4466,F,Ship,3,3,192,3,low,F,1,4180,1
4467,F,Ship,3,2,201,6,medium,M,7,4723,1
4468,F,Ship,5,1,171,5,medium,F,2,5921,1
4469,C,Road,4,5,148,3,high,F,6,5473,1
4470,B,Flight,5,1,202,4,low,F,2,5748,0
4471,C,Ship,5,4,238,6,low,M,6,1850,1
4472,B,Ship,4,5,233,4,low,F,6,4705,1
4473,F,Flight,4,3,182,3,high,F,3,5624,0
4474,F,Flight,5,4,200,3,medium,F,8,5206,1
4475,A,Ship,3,3,251,3,low,M,8,4246,0
4476,F,Flight,4,4,160,4,low,M,1,5520,1
4477,F,Ship,4,4,269,4,medium,F,3,5032,1
4478,F,Flight,3,5,173,2,low,M,14,1638,1
4479,D,Road,3,5,194,3,medium,F,3,4435,1
4480,F,Ship,4,1,235,5,low,M,9,1821,1
4481,B,Road,5,5,161,5,high,F,54,1511,1
4482,B,Ship,2,5,188,2,medium,F,9,4610,0
4483,B,Ship,4,4,198,2,medium,M,2,5725,1
4484,F,Ship,5,1,136,3,medium,M,19,1420,1
4485,A,Flight,3,4,201,3,medium,M,10,4032,1
4486,D,Ship,6,5,254,4,high,F,10,1217,0
4487,A,Ship,3,2,173,3,high,M,40,1723,1
4488,B,Ship,3,4,154,2,medium,F,43,1542,1
4489,D,Ship,4,4,259,3,low,M,3,4509,0
4490,A,Road,4,4,184,3,medium,M,2,4639,0
4491,A,Ship,3,2,204,2,low,F,2,5033,1
4492,F,Road,4,5,252,2,high,F,6,4147,1
4493,F,Ship,3,2,151,2,medium,M,1,5179,0
4494,B,Ship,2,5,160,3,medium,F,31,7401,1
4495,B,Road,5,1,274,2,high,F,8,4647,1
4496,F,Ship,4,1,245,3,low,M,2,5835,1
4497,F,Road,4,1,152,2,high,M,2,5396,0
4498,C,Flight,2,4,114,5,high,M,3,4423,0
4499,F,Ship,3,2,234,3,medium,M,5,4757,1
4500,B,Ship,3,3,202,2,medium,M,39,3857,1
4501,F,Ship,3,4,211,3,low,F,6,5890,0
4502,C,Flight,5,1,139,3,medium,M,2,5632,0
4503,B,Flight,6,3,247,4,medium,F,4,1476,1
4504,D,Road,4,4,222,3,medium,M,2,5140,0
4505,D,Road,4,1,190,3,low,F,32,2774,1
4506,F,Flight,4,2,149,2,low,M,2,4026,1
4507,F,Ship,6,5,268,4,low,M,10,1170,0
4508,F,Ship,5,2,250,3,medium,F,6,5298,0
4509,D,Ship,3,3,180,3,medium,M,8,5953,1
4510,F,Ship,3,4,158,2,medium,M,7,4744,0
4511,F,Ship,3,4,266,2,high,M,49,2643,1
4512,C,Ship,4,3,142,2,medium,F,63,1615,1
4513,F,Ship,6,5,266,4,low,F,6,1201,0
4514,D,Ship,2,5,236,3,medium,F,13,2171,1
4515,C,Ship,7,4,290,4,low,F,10,1886,1
4516,C,Ship,4,2,274,2,low,M,11,3013,1
4517,D,Ship,2,2,156,3,low,F,5,5628,1
4518,B,Ship,3,3,231,3,medium,M,53,2333,1
4519,F,Ship,3,3,200,3,low,M,3,5739,0
4520,F,Flight,3,4,239,8,high,M,4,4192,0
4521,A,Flight,3,2,169,2,medium,F,10,4038,1
4522,A,Road,2,3,154,4,high,F,17,1897,1
4523,F,Ship,6,4,251,4,low,F,10,1568,1
4524,F,Ship,3,5,191,4,low,M,2,5177,1
4525,F,Road,3,2,158,3,medium,M,4,5335,0
4526,F,Ship,3,1,215,6,high,M,5,3432,1
4527,B,Road,6,4,174,3,medium,F,14,1651,1
4528,A,Ship,5,4,215,2,low,F,1,5669,0
4529,D,Flight,4,5,138,7,medium,M,60,1366,1
4530,B,Road,3,5,205,4,low,M,2,5294,0
4531,F,Ship,3,2,204,4,low,M,4,4745,0
4532,B,Ship,3,4,239,4,medium,F,10,5455,1
4533,A,Ship,3,3,269,3,high,F,6,4260,1
4534,F,Ship,6,1,246,6,low,F,9,5466,1
4535,D,Ship,6,3,304,4,low,M,5,1215,1
4536,F,Ship,4,3,217,3,medium,F,16,3444,1
4537,D,Flight,3,2,286,6,high,F,5,5588,0
4538,C,Ship,6,4,263,4,low,M,3,1276,0
4539,B,Flight,3,2,242,5,medium,M,6,4694,0
4540,B,Flight,4,1,231,3,medium,M,2,4940,0
4541,D,Flight,3,1,230,3,medium,F,6,4392,0
4542,B,Ship,4,3,237,3,medium,F,8,5045,1
4543,F,Ship,3,4,166,3,high,M,6,4247,0
4544,B,Ship,5,4,244,3,medium,F,3,4015,0
4545,B,Ship,3,3,239,3,medium,M,7,4942,0
4546,D,Ship,3,5,211,3,medium,M,5,4058,1
4547,D,Ship,4,3,261,4,medium,M,9,5116,1
4548,C,Ship,5,1,203,3,low,M,10,4750,0
4549,A,Ship,4,5,102,5,low,F,3,5767,0
4550,B,Flight,4,2,255,5,low,F,6,4053,0
4551,B,Ship,5,3,185,2,low,M,2,5420,0
4552,A,Road,5,2,154,3,low,M,40,1238,1
4553,B,Ship,4,5,164,4,low,F,4,5736,0
4554,F,Ship,5,1,274,5,low,F,2,1558,1
4555,D,Road,5,4,263,3,high,M,10,2538,1
4556,C,Ship,3,1,209,2,low,M,43,2237,1
4557,A,Ship,5,3,266,3,medium,F,4,4195,0
4558,F,Road,5,2,233,4,medium,F,9,5539,0
4559,B,Flight,3,3,121,2,low,M,10,5130,1
4560,D,Ship,3,1,133,3,low,F,10,5640,0
4561,F,Ship,5,1,216,10,medium,F,2,5672,0
4562,A,Ship,5,5,218,5,medium,F,7,1692,0
4563,A,Ship,2,1,255,3,medium,F,1,5929,0
4564,C,Ship,5,4,228,3,medium,M,20,3382,1
4565,F,Road,3,2,144,3,high,F,9,4428,1
4566,A,Ship,3,4,150,2,low,M,1,4742,0
4567,F,Ship,5,2,229,3,low,M,1,5189,1
4568,A,Ship,4,3,192,4,low,F,2,1830,0
4569,C,Road,4,4,248,4,low,F,49,2322,1
4570,F,Ship,3,1,202,3,low,F,51,3551,1
4571,C,Ship,4,1,229,4,medium,F,2,5378,1
4572,D,Flight,5,4,242,5,medium,F,2,1717,1
4573,F,Ship,6,3,301,4,low,F,2,1083,0
4574,B,Ship,5,4,182,5,medium,F,23,3398,1
4575,A,Flight,7,4,267,4,medium,F,9,1378,1
4576,A,Road,5,4,233,3,low,M,8,5076,1
4577,C,Ship,4,3,159,5,low,M,4,4666,1
4578,B,Ship,3,1,251,3,medium,F,4,5291,0
4579,A,Ship,4,5,127,8,low,M,39,1411,1
4580,F,Flight,3,3,239,4,low,F,5,4084,1
4581,D,Ship,4,4,184,3,low,F,52,3128,1
4582,A,Ship,2,3,140,2,medium,M,20,1832,1
4583,A,Ship,3,2,181,3,low,F,29,2164,1
4584,F,Road,4,1,211,3,medium,F,7,4083,1
4585,F,Ship,3,2,222,2,medium,M,1,4021,1
4586,D,Ship,7,5,288,4,low,F,1,1269,1
4587,F,Flight,4,3,226,6,medium,M,10,1174,0
4588,B,Flight,3,3,170,4,low,M,3,4049,0
4589,B,Ship,4,3,226,2,low,F,8,4526,0
4590,F,Road,4,1,153,2,medium,M,9,4359,0
4591,F,Flight,5,1,170,3,medium,F,48,1299,1
4592,F,Ship,5,1,185,2,medium,F,10,5973,1
4593,F,Ship,3,3,257,3,low,M,44,3370,1
4594,D,Ship,3,3,245,2,medium,F,16,2577,1
4595,F,Road,3,2,226,2,medium,M,45,1446,1
4596,B,Ship,4,3,108,6,low,F,22,1745,1
4597,A,Ship,3,3,307,5,low,F,3,1578,1
4598,B,Ship,3,2,198,3,low,M,15,3250,1
4599,D,Ship,4,1,238,3,low,F,33,2013,1
4600,A,Flight,3,1,104,4,low,F,9,5211,1
4601,F,Ship,4,3,140,2,low,F,22,1248,1
4602,A,Flight,7,2,253,4,low,M,1,1294,1
4603,B,Ship,4,3,187,4,low,M,9,5699,1
4604,F,Ship,4,2,253,5,low,F,3,1086,1
4605,F,Ship,3,1,207,3,medium,F,56,3482,1
4606,B,Ship,3,3,240,3,low,F,5,4888,1
4607,D,Ship,5,1,207,2,high,M,3,4083,0
4608,A,Ship,2,3,204,4,low,F,20,3135,1
4609,D,Road,4,2,209,2,medium,M,3,5607,0
4610,F,Ship,3,3,273,2,medium,F,16,2466,1
4611,F,Flight,4,5,209,8,medium,F,59,2948,1
4612,B,Road,2,4,179,2,low,F,19,1900,1
4613,F,Ship,5,3,242,5,low,F,6,1681,0
4614,F,Ship,7,3,296,4,low,M,4,1392,0
4615,F,Ship,3,4,163,3,high,F,6,5912,0
4616,B,Ship,5,5,245,5,low,M,10,1289,1
4617,F,Ship,4,5,201,8,medium,F,4,5472,1
4618,F,Ship,6,5,298,4,medium,F,8,1759,1
4619,C,Ship,3,3,199,5,medium,F,10,4847,1
4620,F,Road,3,4,190,4,medium,F,7,5963,1
4621,F,Road,4,1,252,3,low,M,4,5119,1
4622,F,Ship,3,5,193,2,low,F,10,5776,0
4623,C,Flight,3,3,179,8,high,F,3,5429,1
4624,F,Ship,4,2,266,2,low,F,8,5516,0
4625,A,Ship,4,4,147,5,medium,F,33,1886,1
4626,C,Ship,4,2,170,2,low,F,1,1446,1
4627,B,Ship,4,1,201,4,medium,M,59,2925,1
4628,B,Ship,4,2,158,4,low,F,45,1758,1
4629,F,Ship,6,5,245,4,low,M,2,1832,1
4630,F,Ship,4,3,259,5,medium,M,2,1574,0
4631,C,Road,3,3,176,3,medium,M,9,5575,0
4632,D,Ship,3,5,115,3,medium,M,60,1122,1
4633,F,Ship,3,3,188,4,medium,M,1,4296,1
4634,F,Ship,3,1,154,2,medium,F,56,1300,1
4635,C,Flight,5,4,217,2,medium,M,4,4380,1
4636,F,Road,5,4,274,3,medium,F,1,4030,0
4637,B,Ship,4,1,157,2,medium,F,7,4690,1
4638,B,Road,5,3,225,4,low,F,60,2130,1
4639,A,Road,4,4,251,2,low,M,2,4800,0
4640,C,Ship,3,1,249,2,low,F,2,5572,1
4641,B,Ship,3,4,257,3,medium,M,10,4670,1
4642,F,Road,5,2,221,6,medium,M,4,1952,1
4643,F,Road,3,1,186,2,medium,F,7,4556,0
4644,C,Ship,4,2,168,2,medium,M,1,5154,0
4645,C,Ship,5,1,187,2,low,F,17,3513,1
4646,F,Ship,4,4,135,2,low,M,4,4684,0
4647,C,Ship,7,5,256,4,medium,M,4,1139,1
4648,F,Ship,5,5,266,2,medium,M,7,5712,1
4649,A,Ship,3,1,231,3,low,M,1,5392,1
4650,C,Ship,3,3,207,10,low,F,7,4423,0
4651,C,Ship,6,4,286,4,low,F,8,1690,1
4652,A,Flight,4,1,172,3,medium,M,7,4883,0
4653,D,Road,4,4,233,5,low,F,10,1173,1
4654,F,Ship,4,1,165,5,medium,F,1,4170,1
4655,F,Ship,5,5,255,4,medium,M,3,3440,1
4656,F,Road,6,3,199,4,medium,F,1,5204,0
4657,F,Road,3,5,286,3,medium,F,12,3817,1
4658,F,Ship,3,2,279,3,medium,F,6,4560,0
4659,A,Ship,4,1,263,2,low,F,5,4010,1
4660,B,Ship,4,2,200,3,medium,M,45,2486,1
4661,F,Ship,3,3,168,4,low,F,4,4096,1
4662,A,Ship,5,2,303,4,low,F,9,1224,1
4663,A,Ship,3,4,213,3,high,M,7,5516,1
4664,F,Ship,3,4,187,3,low,F,9,4725,1
4665,B,Ship,4,1,191,3,low,M,4,2724,1
4666,F,Road,4,2,248,2,low,F,10,5783,0
4667,F,Ship,3,1,173,2,medium,F,1,5927,1
4668,A,Road,4,3,218,4,low,F,50,3990,1
4669,D,Ship,3,2,163,2,low,F,5,5021,0
4670,F,Road,6,3,222,5,high,F,2,4612,0
4671,F,Flight,6,4,224,5,medium,M,10,5602,0
4672,B,Road,5,3,267,6,low,M,10,1027,0
4673,B,Ship,3,2,265,6,low,M,9,5936,0
4674,D,Flight,4,1,242,3,medium,F,35,3556,1
4675,C,Flight,6,4,262,4,low,F,10,1068,1
4676,C,Ship,3,2,150,2,medium,M,5,5264,0
4677,F,Ship,2,4,122,2,low,F,32,1213,1
4678,C,Ship,5,4,199,4,low,M,24,3443,1
4679,C,Ship,3,4,236,4,medium,M,2,1016,0
4680,F,Ship,6,1,155,5,medium,F,8,4882,0
4681,F,Ship,4,3,179,3,low,M,45,1903,1
4682,B,Ship,4,3,187,4,high,F,29,3141,1
4683,F,Flight,6,3,225,4,low,M,5,4184,1
4684,F,Flight,6,5,268,4,low,F,2,1324,0
4685,C,Ship,4,4,211,3,medium,M,5,4812,0
4686,B,Ship,5,1,245,5,low,F,5,1996,1
4687,F,Ship,3,2,237,3,medium,F,10,5851,0
4688,C,Ship,4,4,135,10,medium,F,57,1361,1
4689,F,Ship,4,5,245,3,medium,M,6,2717,1
4690,C,Ship,4,4,272,2,low,M,10,4826,1
4691,D,Ship,2,2,236,3,medium,M,3,3416,1
4692,A,Flight,6,4,266,4,low,M,3,1503,1
4693,F,Ship,3,1,174,3,low,F,9,4380,1
4694,D,Ship,3,1,138,3,medium,F,2,4766,1
4695,C,Flight,3,3,135,3,low,M,56,1490,1
4696,A,Ship,6,4,138,5,medium,F,15,1181,1
4697,D,Ship,4,3,137,3,medium,M,5,4854,1
4698,F,Ship,3,5,269,5,low,M,6,5932,1
4699,F,Flight,4,3,148,5,medium,M,2,4065,1
4700,F,Flight,4,1,214,5,medium,F,6,4573,1
4701,F,Flight,5,4,281,3,low,F,10,5675,0
4702,F,Flight,4,4,279,6,medium,M,5,4898,1
4703,C,Flight,3,4,251,3,medium,M,5,5608,1
4704,F,Ship,4,5,173,3,low,F,7,4410,0
4705,F,Road,4,2,206,2,medium,M,5,4635,0
4706,D,Ship,4,3,191,3,high,F,45,3714,1
4707,B,Flight,5,1,247,5,low,M,10,1562,1
4708,C,Ship,3,3,242,2,low,F,7,4501,0
4709,A,Ship,5,5,153,5,medium,M,10,5297,0
4710,A,Road,4,1,205,5,low,M,10,4944,0
4711,D,Ship,4,4,221,3,medium,M,5,4024,0
4712,B,Ship,3,1,184,3,medium,F,49,2823,1
4713,F,Flight,4,5,236,7,medium,F,44,3808,1
4714,D,Flight,4,1,135,4,low,F,5,5934,0
4715,D,Road,4,5,188,3,low,M,4,4632,0
4716,F,Ship,4,1,261,4,medium,F,10,4632,0
4717,B,Ship,3,4,172,3,low,M,32,1943,1
4718,D,Ship,3,4,122,3,high,F,15,1354,1
4719,A,Flight,3,5,191,3,low,M,23,3750,1
4720,F,Ship,7,4,247,4,low,F,9,1228,0
4721,B,Ship,4,2,162,3,low,M,7,5614,0
4722,F,Road,4,2,146,3,low,F,4,5659,0
4723,A,Ship,5,3,268,3,medium,F,9,4152,1
4724,D,Ship,3,2,150,10,low,F,6,5580,0
4725,C,Road,6,2,239,4,medium,F,7,4589,0
4726,B,Ship,6,2,254,4,low,F,9,1626,0
4727,F,Ship,4,3,195,3,low,M,7,4915,1
4728,F,Flight,4,4,255,6,low,F,9,1322,0
4729,B,Ship,2,4,137,3,high,F,41,1176,1
4730,B,Flight,6,5,258,5,low,F,1,5376,0
4731,F,Ship,4,1,245,5,low,F,3,1537,0
4732,A,Ship,3,2,263,4,medium,M,8,2599,1
4733,C,Ship,3,3,264,2,low,M,6,4102,0
4734,A,Ship,5,5,246,5,low,F,6,1911,0
4735,F,Ship,4,5,135,3,low,F,3,4760,0
4736,F,Road,4,2,212,3,low,F,3,4555,0
4737,D,Ship,4,4,138,3,medium,F,7,1597,1
4738,D,Flight,5,2,193,2,low,F,1,2775,1
4739,A,Road,6,3,236,3,medium,M,6,2639,1
4740,F,Flight,5,1,272,6,medium,F,2,1681,1
4741,A,Ship,6,3,305,4,low,M,3,1276,0
4742,C,Ship,7,2,302,5,medium,M,5,1614,0
4743,C,Flight,3,1,110,3,low,F,54,1155,1
4744,B,Ship,4,4,223,5,medium,M,1,1124,1
4745,F,Ship,4,3,246,5,low,M,7,1134,0
4746,C,Ship,3,3,200,3,low,M,4,3791,1
4747,B,Ship,3,2,179,3,low,M,4,4102,1
4748,B,Ship,4,5,198,6,medium,F,6,5380,0
4749,F,Flight,4,1,266,3,low,M,10,4382,0
4750,D,Flight,4,3,233,5,low,M,2,1079,0
4751,C,Ship,6,5,225,6,low,F,55,2052,1
4752,B,Flight,4,4,223,5,medium,M,4,1344,0
4753,F,Road,3,2,133,5,medium,M,9,5744,1
4754,C,Ship,2,3,130,4,medium,M,10,4363,0
4755,F,Flight,3,5,258,3,low,M,21,3446,1
4756,F,Ship,4,4,166,5,low,F,54,1203,1
4757,A,Flight,5,3,175,3,low,M,7,4833,1
4758,F,Ship,3,1,166,3,medium,M,9,4410,0
4759,B,Ship,4,1,143,2,medium,M,3,1996,1
4760,F,Ship,4,5,217,3,low,F,6,4848,1
4761,A,Road,4,3,247,3,high,F,1,5214,0
4762,F,Flight,5,4,97,3,medium,F,8,4577,0
4763,F,Road,6,4,253,2,low,F,9,5972,0
4764,C,Flight,3,3,159,2,medium,F,6,5269,0
4765,D,Flight,5,3,280,6,high,M,5,4585,0
4766,C,Ship,6,3,267,4,medium,M,1,1942,1
4767,C,Road,4,3,268,5,medium,M,7,1932,1
4768,C,Ship,4,1,240,8,medium,M,1,4638,0
4769,B,Ship,4,3,218,5,medium,F,9,1024,0
4770,C,Ship,5,4,230,3,low,F,39,3989,1
4771,F,Flight,5,4,182,3,medium,F,11,3545,1
4772,A,Ship,7,2,289,4,low,M,5,1918,1
4773,F,Ship,3,1,204,3,medium,M,4,4619,1
4774,C,Ship,3,4,198,3,low,F,3,5322,0
4775,F,Ship,4,4,158,2,medium,M,15,1030,1
4776,F,Ship,2,2,146,3,medium,F,1,1162,1
4777,A,Ship,6,2,259,4,low,F,10,2000,1
4778,B,Ship,4,4,157,3,medium,F,10,5041,1
4779,A,Flight,4,4,201,3,high,F,7,2644,1
4780,B,Ship,5,2,145,6,medium,M,9,4243,0
4781,F,Ship,3,4,183,2,medium,F,52,2078,1
4782,C,Ship,4,3,209,6,low,F,59,2622,1
4783,F,Ship,4,3,251,5,medium,M,2,1482,0
4784,B,Ship,2,4,191,3,medium,F,6,4119,0
4785,D,Ship,5,3,192,7,medium,M,10,5976,0
4786,F,Ship,5,4,137,2,low,F,2,4077,1
4787,F,Ship,4,4,270,2,medium,F,6,5221,0
4788,F,Road,4,2,249,5,medium,M,36,3836,1
4789,B,Ship,2,3,211,2,medium,M,2,4611,0
4790,A,Ship,2,3,141,2,medium,F,28,1624,1
4791,F,Ship,3,1,162,3,low,M,7,5073,0
4792,A,Flight,4,5,270,3,medium,M,20,3185,1
4793,F,Ship,5,1,212,3,low,F,11,2073,1
4794,D,Ship,3,2,211,3,high,M,7,4145,1
4795,D,Ship,3,1,188,4,medium,F,8,5884,1
4796,F,Ship,5,3,243,5,medium,M,8,1223,1
4797,C,Ship,3,2,139,5,low,M,8,4595,0
4798,C,Ship,4,1,258,4,low,M,5,5664,0
4799,F,Road,3,1,148,2,medium,M,34,1053,1
4800,F,Flight,3,4,149,3,medium,F,3,4540,0
4801,D,Flight,3,3,203,3,medium,M,29,3261,1
4802,B,Ship,3,2,166,2,medium,M,6,4765,0
4803,F,Road,3,1,187,2,low,F,10,5064,1
4804,F,Ship,3,3,155,2,medium,F,5,5577,0
4805,D,Flight,4,1,173,4,low,F,5,5530,1
4806,F,Road,4,5,237,5,medium,M,4,4917,0
4807,F,Ship,3,5,178,3,low,F,7,4135,0
4808,F,Ship,4,3,247,2,medium,F,3,4862,1
4809,F,Flight,4,1,195,2,medium,M,19,2878,1
4810,F,Road,4,1,243,3,high,F,9,4277,0
4811,F,Flight,4,4,179,3,medium,F,3,5624,0
4812,D,Ship,3,4,231,3,medium,M,39,3792,1
4813,F,Flight,3,1,164,2,low,F,39,1532,1
4814,C,Flight,5,1,266,3,low,M,8,4786,1
4815,F,Flight,5,1,137,5,low,F,8,4584,0
4816,F,Ship,3,1,274,4,low,M,3,5979,0
4817,A,Ship,3,3,224,4,medium,M,10,4147,0
4818,B,Ship,4,5,239,5,low,F,7,1001,1
4819,D,Ship,4,2,214,3,low,F,18,2574,1
4820,C,Ship,4,1,151,2,low,F,47,1682,1
4821,D,Ship,4,5,269,5,low,F,3,1118,0
4822,F,Ship,4,2,162,4,medium,M,7,5294,0
4823,C,Ship,3,5,220,2,low,F,1,5663,0
4824,C,Flight,5,4,243,3,medium,M,4,4420,1
4825,F,Ship,5,4,182,2,medium,M,2,4554,1
4826,C,Ship,3,4,245,3,medium,F,7,5429,0
4827,F,Road,6,4,304,4,low,M,6,1890,1
4828,F,Road,3,3,203,2,low,M,25,3607,1
4829,B,Flight,4,4,137,2,medium,M,37,1447,1
4830,C,Ship,3,5,239,6,low,F,8,5791,1
4831,F,Ship,5,1,233,3,low,F,9,5039,0
4832,F,Ship,5,1,226,5,medium,M,3,1409,0
4833,A,Flight,2,5,189,2,low,M,38,3708,1
4834,F,Flight,5,3,225,5,low,F,6,1082,0
4835,F,Ship,6,5,237,5,high,F,63,2573,1
4836,C,Ship,4,4,205,3,low,F,58,2522,1
4837,D,Ship,7,5,253,4,low,F,6,1344,1
4838,F,Flight,2,4,221,5,medium,M,4,4034,1
4839,C,Ship,6,2,279,4,low,F,10,1990,1
4840,B,Ship,3,5,109,4,medium,F,4,4308,0
4841,C,Ship,5,1,248,3,low,M,37,3830,1
4842,F,Flight,4,1,164,2,medium,F,3,1124,1
4843,D,Ship,4,5,238,3,high,F,55,3257,1
4844,C,Ship,7,5,265,4,low,F,1,1601,0
4845,F,Flight,4,5,216,3,low,F,20,3549,1
4846,D,Ship,6,3,224,6,high,M,8,5661,0
4847,A,Ship,6,2,118,2,low,F,2,1744,1
4848,F,Ship,5,3,265,2,low,F,4,4641,1
4849,A,Ship,5,4,206,4,low,F,3,3755,1
4850,F,Ship,4,2,157,3,low,F,48,1393,1
4851,C,Ship,3,4,268,2,high,F,39,2822,1
4852,F,Ship,5,5,185,3,low,M,5,4520,1
4853,B,Ship,3,1,140,2,low,F,8,5253,1
4854,A,Ship,4,2,247,4,high,F,9,4588,1
4855,A,Ship,4,4,154,3,low,F,7,4106,1
4856,F,Ship,4,1,152,3,high,M,26,1464,1
4857,D,Ship,4,1,247,6,low,M,4,1349,1
4858,F,Road,3,1,155,3,medium,F,47,1193,1
4859,C,Ship,5,1,136,3,low,M,10,5308,0
4860,A,Ship,4,3,214,2,low,M,57,2078,1
4861,B,Ship,4,5,113,3,low,F,52,1741,1
4862,F,Ship,5,3,149,7,medium,F,51,1425,1
4863,C,Ship,3,3,139,4,high,M,17,1137,1
4864,F,Road,3,4,200,3,low,F,7,5400,0
4865,B,Road,4,3,216,3,medium,M,35,2567,1
4866,B,Ship,5,3,167,3,low,F,5,1772,1
4867,C,Ship,6,5,201,5,medium,M,3,5771,0
4868,C,Ship,4,3,241,2,medium,M,3,4636,1
4869,A,Ship,3,5,249,2,low,F,26,2029,1
4870,F,Ship,5,4,199,2,high,F,20,2553,1
4871,C,Ship,3,4,163,3,low,M,7,5913,0
4872,D,Road,5,5,253,6,low,F,1,1300,0
4873,F,Road,4,1,145,2,low,F,2,5209,0
4874,D,Road,7,1,269,5,medium,F,5,1402,0
4875,C,Road,4,1,148,3,high,F,23,1814,1
4876,F,Ship,3,3,182,3,low,F,5,5914,0
4877,D,Ship,2,1,197,4,low,M,5,4614,0
4878,D,Ship,5,3,190,3,low,M,52,2611,1
4879,B,Ship,2,2,157,3,medium,F,9,4547,1
4880,A,Ship,4,2,228,5,low,F,3,1473,1
4881,C,Ship,6,1,104,4,medium,F,23,1442,1
4882,D,Flight,6,3,292,4,low,F,10,1270,0
4883,A,Ship,5,3,239,5,low,M,10,1784,0
4884,D,Road,6,3,264,4,medium,F,3,1498,1
4885,F,Ship,2,2,177,5,low,M,36,1249,1
4886,F,Ship,6,5,154,10,medium,F,48,1990,1
4887,F,Ship,3,1,176,3,low,F,63,1420,1
4888,C,Ship,3,1,268,3,low,F,47,2479,1
4889,C,Road,4,3,163,3,low,F,45,1395,1
4890,C,Ship,4,3,189,3,medium,F,9,4825,0
4891,C,Ship,4,3,125,4,medium,M,7,4203,1
4892,A,Flight,3,1,222,3,medium,F,8,4650,1
4893,F,Ship,4,1,255,3,medium,F,6,4313,1
4894,C,Ship,6,4,306,4,low,F,5,1703,1
4895,B,Road,4,1,215,3,low,M,9,4551,0
4896,F,Flight,4,1,222,2,low,F,10,4714,1
4897,F,Flight,3,1,176,3,low,M,5,5316,1
4898,C,Ship,2,3,144,4,low,F,10,4075,0
4899,C,Ship,3,5,217,2,medium,F,6,5182,0
4900,B,Ship,5,1,198,4,low,F,5,5719,0
4901,D,Ship,4,4,266,2,low,F,2,4290,0
